Order_ID,Order_Date,Customer_ID,Age_Group,Region,Acquisition_Channel,Device_Type,Category,Product_Name,Unit_Price,Quantity,Discount_Pct,Discount_Amount,Total_Before_Discount,Total_After_Discount,Payment_Method,Delivery_Days,Is_Returned,Return_Reason,Rating
ORD10089,2023-11-06,CUST00054,36-45,Central,Organic Search,Desktop,Sports,Badminton Set,1604.79,2,5,160.48,3209.58,3049.1,Credit Card,3,No,,5.0
ORD10090,2023-08-12,CUST00358,55+,West,Organic Search,Desktop,Toys,Board Game,1181.98,5,0,0.0,5909.9,5909.9,Debit Card,2,No,,4.2
ORD10091,2023-03-12,CUST00850,26-35,Central,Organic Search,Mobile,Electronics,Earbuds,4688.72,3,0,0.0,14066.16,14066.16,Credit Card,1,No,,4.9
ORD10092,2023-02-26,CUST00655,36-45,Central,Referral,Mobile,Home & Kitchen,Mixer Grinder,7009.78,5,20,7009.78,35048.9,28039.12,Wallet,5,No,,4.4
ORD10093,2023-08-08,CUST00247,36-45,East,Organic Search,Tablet,Sports,Badminton Set,1180.65,2,10,236.13,2361.3,2125.17,COD,1,No,,4.4
ORD10094,2023-01-23,CUST00808,18-25,Central,Direct,Desktop,Sports,Badminton Set,1929.96,4,25,1929.96,7719.84,5789.88,Debit Card,7,No,,4.0
ORD10095,2023-12-23,CUST00831,18-25,South,Organic Search,Mobile,Electronics,Earbuds,2957.06,2,25,1478.53,5914.12,4435.59,Credit Card,8,No,,4.1
ORD10096,2023-05-10,CUST00800,18-25,West,Email,Tablet,Home & Kitchen,Bedsheet,1788.46,5,25,2235.57,8942.3,6706.73,Net Banking,1,No,,4.3
ORD10097,2023-07-08,CUST00085,36-45,Central,Social Media,Desktop,Books,Textbook,1957.96,4,25,1957.96,7831.84,5873.88,Credit Card,9,No,,4.7
ORD10098,2023-11-05,CUST00745,46-55,North,Organic Search,Tablet,Electronics,Earbuds,3474.14,3,25,2605.61,10422.42,7816.81,Wallet,7,No,,3.2
ORD10099,2023-03-15,CUST00449,18-25,West,Referral,Mobile,Books,Textbook,1220.94,2,0,0.0,2441.88,2441.88,COD,10,No,,4.3
ORD10100,2023-02-09,CUST00286,26-35,West,Referral,Mobile,Clothing,Jacket,5744.12,3,25,4308.09,17232.36,12924.27,UPI,10,No,,3.5
ORD10101,2023-12-22,CUST00139,46-55,North,Direct,Desktop,Toys,Remote Car,3052.92,2,10,610.58,6105.84,5495.26,Wallet,8,No,,4.5
ORD10102,2023-03-22,CUST00206,36-45,Central,Social Media,Desktop,Home & Kitchen,Air Fryer,7949.97,3,10,2384.99,23849.91,21464.92,COD,3,No,,3.6
ORD10103,2023-07-23,CUST00788,26-35,North,Email,Desktop,Clothing,Kurta,2256.92,1,10,225.69,2256.92,2031.23,Wallet,8,No,,4.0
ORD10104,2023-03-08,CUST00531,18-25,East,Referral,Desktop,Sports,Dumbbells,1339.01,5,0,0.0,6695.05,6695.05,Credit Card,7,No,,5.0
ORD10105,2023-03-06,CUST00096,26-35,Central,Direct,Tablet,Home & Kitchen,Mixer Grinder,5810.34,5,10,2905.17,29051.7,26146.53,UPI,5,No,,2.9
ORD10106,2023-01-24,CUST00633,36-45,East,Email,Mobile,Toys,Puzzle,253.55,1,0,0.0,253.55,253.55,Wallet,10,No,,4.3
ORD10107,2023-08-14,CUST00209,26-35,East,Email,Mobile,Books,Textbook,1125.67,1,0,0.0,1125.67,1125.67,UPI,7,No,,5.0
ORD10108,2023-03-04,CUST00969,26-35,South,Social Media,Tablet,Sports,Badminton Set,854.84,2,25,427.42,1709.68,1282.26,Wallet,5,No,,4.2
ORD10109,2023-09-13,CUST00093,55+,East,Organic Search,Mobile,Home & Kitchen,Mixer Grinder,6578.73,4,25,6578.73,26314.92,19736.19,UPI,5,No,,4.2
ORD10110,2023-10-02,CUST00745,26-35,Central,Paid Ads,Desktop,Books,Biography,735.29,4,10,294.12,2941.16,2647.04,COD,1,No,,2.5
ORD10111,2023-11-16,CUST00404,26-35,South,Paid Ads,Tablet,Home & Kitchen,Air Fryer,6477.14,4,10,2590.86,25908.56,23317.7,COD,10,Yes,Defective,4.7
ORD10112,2023-06-20,CUST00144,26-35,East,Referral,Desktop,Books,Biography,272.14,1,0,0.0,272.14,272.14,COD,8,No,,5.0
ORD10113,2023-09-01,CUST00690,18-25,North,Referral,Desktop,Toys,Puzzle,892.04,5,10,446.02,4460.2,4014.18,UPI,1,No,,5.0
ORD10114,2023-03-29,CUST00152,46-55,South,Organic Search,Desktop,Beauty,Serum,1901.85,1,25,475.46,1901.85,1426.39,UPI,9,No,,2.9
ORD10115,2023-09-14,CUST00894,46-55,Central,Social Media,Tablet,Books,Self Help,406.48,2,20,162.59,812.96,650.37,Net Banking,10,No,,3.0
ORD10116,2023-09-30,CUST00698,36-45,South,Social Media,Tablet,Sports,Cycle,12843.81,2,25,6421.9,25687.62,19265.72,UPI,6,No,,3.3
ORD10117,2023-06-12,CUST00957,55+,Central,Email,Desktop,Clothing,Saree,6352.45,2,25,3176.22,12704.9,9528.68,UPI,8,No,,2.6
ORD10118,2023-06-27,CUST00848,26-35,Central,Direct,Tablet,Toys,Board Game,1226.13,3,0,0.0,3678.39,3678.39,Debit Card,8,No,,4.0
ORD10119,2023-11-23,CUST00339,36-45,South,Email,Tablet,Clothing,T-Shirt,1070.78,5,5,267.69,5353.9,5086.21,Net Banking,4,Yes,Changed Mind,8.2
ORD10120,2023-05-27,CUST00548,36-45,West,Paid Ads,Mobile,Books,Self Help,577.96,3,15,260.08,1733.88,1473.8,Net Banking,1,No,,4.9
ORD10121,2023-01-05,CUST00110,55+,Central,Email,Mobile,Toys,Doll,616.73,3,0,0.0,1850.19,1850.19,COD,5,No,,4.6
ORD10122,2023-03-25,CUST00346,36-45,West,Email,Tablet,Books,Textbook,708.5,1,15,106.28,708.5,602.22,UPI,8,No,,4.0
ORD10123,2023-09-02,CUST00007,26-35,East,Referral,Tablet,Electronics,Smart Watch,14046.61,2,0,0.0,28093.22,28093.22,COD,6,No,,3.9
ORD10124,2023-12-08,CUST00946,46-55,East,Social Media,Tablet,Electronics,Earbuds,3441.58,2,0,0.0,6883.16,6883.16,Debit Card,2,No,,4.7
ORD10125,2023-08-01,CUST00776,26-35,Central,Organic Search,Tablet,Clothing,Jeans,1695.45,4,15,1017.27,6781.8,5764.53,Net Banking,9,No,,5.0
ORD10126,2023-02-01,CUST00169,26-35,Central,Email,Mobile,Sports,Dumbbells,1128.03,5,0,0.0,5640.15,5640.15,COD,9,No,,4.3
ORD10127,2023-08-22,CUST00689,46-55,South,Referral,Mobile,Books,Fiction Novel,354.04,5,20,354.04,1770.2,1416.16,Credit Card,10,Yes,Changed Mind,4.9
ORD10128,2023-02-05,CUST00657,55+,West,Email,Desktop,Books,Textbook,1520.62,5,0,0.0,7603.1,7603.1,Net Banking,8,Yes,Changed Mind,4.2
ORD10129,2023-04-02,CUST00131,36-45,West,Direct,Tablet,Electronics,Tablet,16649.49,-1,0,0.0,49948.47,49948.47,COD,9,No,,4.4
ORD10130,2023-08-24,CUST00784,18-25,North,Paid Ads,Mobile,Books,Biography,458.6,2,5,45.86,917.2,871.34,Credit Card,6,No,,4.6
ORD10131,2023-05-06,CUST00240,26-35,East,Paid Ads,Tablet,Electronics,Tablet,11678.81,5,0,0.0,58394.05,58394.05,COD,1,No,,5.0
ORD10132,2023-06-04,CUST00282,18-25,West,Referral,Desktop,Home & Kitchen,Cookware Set,4788.55,3,5,718.28,14365.65,13647.37,Credit Card,3,No,,3.2
ORD10133,2023-07-29,CUST00189,36-45,South,Email,Mobile,Home & Kitchen,Curtains,3314.57,3,20,1988.74,9943.71,7954.97,COD,3,No,,3.9
ORD10134,2023-05-05,CUST00868,26-35,West,Direct,Tablet,Books,Comic,267.19,2,20,106.88,534.38,427.5,COD,5,No,,2.9
ORD10135,2023-09-03,CUST00341,26-35,North,Direct,Desktop,Electronics,Smartphone,15902.86,5,5,3975.72,79514.3,75538.58,Debit Card,4,No,,2.6
ORD10136,2023-10-10,CUST00368,26-35,West,Social Media,Mobile,Beauty,Serum,2229.8,4,5,445.96,8919.2,8473.24,UPI,6,No,,3.3
ORD10137,2023-01-09,CUST00599,36-45,West,Referral,Mobile,Home & Kitchen,Curtains,946.29,2,0,0.0,1892.58,1892.58,Net Banking,5,No,,4.7
ORD10138,2023-08-24,CUST00560,26-35,North,Referral,Mobile,Sports,Dumbbells,1880.77,4,25,1880.77,7523.08,5642.31,Credit Card,3,No,,3.7
ORD10139,2023-11-19,CUST00010,26-35,Central,Email,Tablet,Toys,LEGO Set,4821.69,4,0,0.0,19286.76,19286.76,Net Banking,4,Yes,Wrong Item,4.4
ORD10140,2023-01-09,CUST00515,46-55,North,Organic Search,Tablet,Electronics,Smartphone,30352.92,4,0,0.0,121411.68,121411.68,Debit Card,9,No,,3.4
ORD10141,2023-05-17,CUST00471,36-45,North,Direct,Tablet,Clothing,Jeans,2049.45,3,15,922.25,6148.35,5226.1,Credit Card,7,Yes,Changed Mind,3.9
ORD10142,2023-01-29,CUST00661,36-45,Central,Organic Search,Mobile,Electronics,Smart Watch,8826.75,5,25,11033.44,44133.75,33100.31,Debit Card,1,No,,5.0
ORD10143,2023-12-17,CUST00578,36-45,South,Direct,Desktop,Toys,Puzzle,818.15,1,0,0.0,818.15,818.15,Credit Card,5,No,,6.8
ORD10144,2023-12-13,CUST00706,36-45,West,Paid Ads,Mobile,Home & Kitchen,Mixer Grinder,5383.75,5,20,5383.75,26918.75,21535.0,UPI,9,No,,4.0
ORD10145,2023-01-16,CUST00462,26-35,Central,Direct,Desktop,Sports,Badminton Set,2891.66,4,15,1735.0,11566.64,9831.64,Credit Card,5,No,,3.6
ORD10146,2023-02-12,CUST00758,26-35,West,Social Media,Desktop,Toys,Puzzle,583.99,2,0,0.0,1167.98,1167.98,Credit Card,5,No,,3.7
ORD10147,2023-02-22,CUST00612,36-45,West,Organic Search,Tablet,Clothing,T-Shirt,443.61,4,20,354.89,1774.44,1419.55,COD,1,Yes,Defective,2.9
ORD10148,2023-03-13,CUST00446,26-35,South,Direct,Tablet,Clothing,Kurta,1494.32,4,0,0.0,5977.28,5977.28,Net Banking,5,No,,3.7
ORD10149,2023-06-05,CUST00341,46-55,West,Direct,Tablet,Sports,Badminton Set,1069.32,1,0,0.0,1069.32,1069.32,Debit Card,1,No,,4.0
ORD10150,2023-06-10,CUST00712,36-45,East,Email,Desktop,Home & Kitchen,Bedsheet,2008.03,2,25,1004.01,4016.06,3012.05,Credit Card,3,No,,4.7
ORD10151,2023-12-16,CUST00966,36-45,West,Direct,Desktop,Sports,Cricket Bat,3961.14,5,0,0.0,19805.7,19805.7,Debit Card,9,Yes,Changed Mind,3.9
ORD10152,2023-07-13,CUST00548,26-35,East,Direct,Tablet,Beauty,Perfume,1589.1,2,20,635.64,3178.2,2542.56,COD,2,No,,3.1
ORD10153,2023-03-27,CUST00991,36-45,Central,Direct,Tablet,Beauty,Face Cream,342.18,2,15,102.65,684.36,581.71,COD,10,Yes,Changed Mind,7.0
ORD10154,2023-08-26,CUST00495,18-25,South,Social Media,Desktop,Sports,Badminton Set,1130.48,3,20,678.29,3391.44,2713.15,UPI,10,No,,5.0
ORD10155,2023-02-19,CUST00464,26-35,East,Direct,Mobile,Books,Self Help,460.56,3,25,345.42,1381.68,1036.26,Wallet,8,No,,5.0
ORD10156,2023-10-10,CUST00817,26-35,North,Direct,Tablet,Toys,Board Game,2824.81,2,0,0.0,5649.62,5649.62,Debit Card,3,No,,3.2
ORD10157,2023-04-16,CUST00829,36-45,East,Social Media,Mobile,Books,Biography,486.25,1,5,24.31,486.25,461.94,Net Banking,5,No,,4.4
ORD10158,2023-11-02,CUST00866,26-35,Central,Referral,Mobile,Electronics,Earbuds,3518.16,4,15,2110.9,14072.64,11961.74,Wallet,7,No,,3.4
ORD10159,2023-04-04,CUST00524,26-35,West,Direct,Tablet,Clothing,Saree,1648.6,3,0,0.0,4945.8,4945.8,Wallet,6,No,,3.6
ORD10160,2023-03-13,CUST00368,55+,Central,Referral,Tablet,Beauty,Shampoo,510.69,4,10,204.28,2042.76,1838.48,Net Banking,3,No,,3.7
ORD10161,2023-03-27,CUST00815,36-45,South,Email,Tablet,Books,Comic,224.69,4,25,224.69,898.76,674.07,Wallet,2,No,,4.1
ORD10162,2023-05-18,CUST00043,36-45,South,Social Media,Mobile,Toys,Doll,1234.53,1,0,0.0,1234.53,1234.53,Net Banking,9,No,,3.0
ORD10163,2023-03-02,CUST00756,36-45,South,Referral,Mobile,Home & Kitchen,Bedsheet,2655.5,1,25,663.88,2655.5,1991.62,Debit Card,4,No,,5.0
ORD10164,2023-09-30,CUST00300,26-35,North,Paid Ads,Desktop,Toys,Board Game,2513.6,5,15,1885.2,12568.0,10682.8,Credit Card,5,No,,5.0
